# mp_msun mc_msun inclination_deg
1.7125260525e+00 2.5529840324e-01 8.1748355524e+01
1.7211338058e+00 2.5457424661e-01 8.4332259639e+01
1.7112963735e+00 2.5457424661e-01 8.2659936365e+01
1.7137557316e+00 2.5421216830e-01 8.3680877329e+01
1.6891621509e+00 2.5240177674e-01 8.2783792928e+01
1.7285118799e+00 2.5566048155e-01 8.3571032109e+01
1.7039182993e+00 2.5348801167e-01 8.3311593434e+01
1.7223634848e+00 2.5493632492e-01 8.3842958836e+01
1.7026886203e+00 2.5276385505e-01 8.4488395909e+01
1.6780950396e+00 2.5240177674e-01 8.1228985857e+01
1.7199041267e+00 2.5457424661e-01 8.4097530518e+01
1.7051479783e+00 2.5348801167e-01 8.3519413535e+01
1.6535014589e+00 2.4914307192e-01 8.2559041115e+01
1.7026886203e+00 2.5457424661e-01 8.1458325289e+01
1.7297415590e+00 2.5747087311e-01 8.1015943683e+01
1.6891621509e+00 2.5203969842e-01 8.3404056646e+01
1.6928511880e+00 2.5312593336e-01 8.2196472522e+01
1.6916215090e+00 2.5240177674e-01 8.3176472036e+01
1.7174447687e+00 2.5529840324e-01 8.2434810408e+01
1.7125260525e+00 2.5457424661e-01 8.2847791935e+01
1.6854731138e+00 2.5167762011e-01 8.3426341370e+01
1.7272822009e+00 2.5566048155e-01 8.3364235917e+01
1.7076073364e+00 2.5348801167e-01 8.3956218364e+01
1.7026886203e+00 2.5312593336e-01 8.3760168737e+01
1.7272822009e+00 2.5529840324e-01 8.4036615146e+01
1.7162150896e+00 2.5493632492e-01 8.2825119331e+01
1.6744060025e+00 2.5203969842e-01 8.1242031105e+01
1.6977699041e+00 2.5276385505e-01 8.3568709432e+01
1.6977699041e+00 2.5240177674e-01 8.4273337569e+01
1.6989995832e+00 2.5493632492e-01 8.0534295543e+01
1.7088370154e+00 2.5348801167e-01 8.4186793333e+01
1.6657982493e+00 2.5059138517e-01 8.2133732039e+01
1.7199041267e+00 2.5493632492e-01 8.3417124814e+01
1.6903918299e+00 2.5312593336e-01 8.1851715430e+01
1.7051479783e+00 2.5348801167e-01 8.3519413535e+01
1.6916215090e+00 2.5203969842e-01 8.3836600045e+01
1.6842434348e+00 2.5276385505e-01 8.1535593223e+01
1.7014589412e+00 2.5276385505e-01 8.4244804899e+01
1.7199041267e+00 2.5493632492e-01 8.3417124814e+01
1.7063776574e+00 2.5457424661e-01 8.1951658300e+01
1.6842434348e+00 2.5203969842e-01 8.2613792835e+01
1.7186744477e+00 2.5421216830e-01 8.4610821986e+01
1.7248228429e+00 2.5493632492e-01 8.4300192206e+01
1.7002292622e+00 2.5312593336e-01 8.3335194944e+01
1.6621092122e+00 2.4986722855e-01 8.2718451770e+01
1.7137557316e+00 2.5421216830e-01 8.3680877329e+01
1.7174447687e+00 2.5493632492e-01 8.3016943010e+01
1.7051479783e+00 2.5421216830e-01 8.2317433627e+01
1.6977699041e+00 2.5276385505e-01 8.3568709432e+01
1.7260525219e+00 2.5529840324e-01 8.3813930279e+01
1.6731763235e+00 2.5059138517e-01 8.3280599361e+01
1.7002292622e+00 2.5312593336e-01 8.3335194944e+01
