# mp_msun mc_msun inclination_deg
1.3677126372e+00 1.1058151157e+00 6.0433532861e+01
1.3587183993e+00 1.1144985747e+00 5.9647713951e+01
1.3413145701e+00 1.1325086895e+00 5.8141089195e+01
1.3689355541e+00 1.1044138815e+00 6.0557047518e+01
1.3574864794e+00 1.1160056097e+00 5.9523063434e+01
1.3668618831e+00 1.1067422928e+00 6.0351105804e+01
1.3814302037e+00 1.0918733795e+00 6.1743446882e+01
1.3604493852e+00 1.1132210247e+00 5.9772205870e+01
1.3876453231e+00 1.0857703442e+00 6.2351918220e+01
1.3636178612e+00 1.1099251763e+00 6.0062076905e+01
1.3919312481e+00 1.0813825246e+00 6.2795983935e+01
1.3013168492e+00 1.1721905243e+00 5.5137659198e+01
1.4095821942e+00 1.0641493552e+00 6.4674073035e+01
1.3535141900e+00 1.1198046773e+00 5.9189877526e+01
1.3714323074e+00 1.1023043370e+00 6.0762572245e+01
1.3790194176e+00 1.0944370079e+00 6.1499087517e+01
1.4099047709e+00 1.0637911137e+00 6.4713708828e+01
1.3680451019e+00 1.1053145231e+00 6.0474721161e+01
1.3911512564e+00 1.0827229538e+00 6.2675051864e+01
1.4003459830e+00 1.0730289262e+00 6.3678875834e+01
1.3777891151e+00 1.0957284481e+00 6.1376695665e+01
1.3570591560e+00 1.1165042609e+00 5.9481477810e+01
1.3905090057e+00 1.0824583358e+00 6.2675051864e+01
1.3661220356e+00 1.1070745599e+00 6.0309866964e+01
1.3590748278e+00 1.1146516266e+00 5.9647713951e+01
1.3800715182e+00 1.0936804112e+00 6.1580603245e+01
1.4130243705e+00 1.0607071789e+00 6.5069852049e+01
1.3752783496e+00 1.0983309212e+00 6.1131482347e+01
1.3758970939e+00 1.0973657320e+00 6.1213284134e+01
1.3842176591e+00 1.0895189853e+00 6.1987247395e+01
1.4210156870e+00 1.0528075726e+00 6.6014611504e+01
1.3626929258e+00 1.1108501116e+00 5.9979343187e+01
1.3904899912e+00 1.0830071928e+00 6.2634711883e+01
1.3428172301e+00 1.1309397942e+00 5.8267565930e+01
1.3950854823e+00 1.0783098059e+00 6.3117831325e+01
1.3684050284e+00 1.1048272296e+00 6.0515892700e+01
1.3674015057e+00 1.1056830091e+00 6.0433532861e+01
1.4068144154e+00 1.0669833691e+00 6.4356516723e+01
1.4146413355e+00 1.0589883149e+00 6.5267264595e+01
1.3454253477e+00 1.1276795454e+00 5.8520003471e+01
1.4004835923e+00 1.0730849195e+00 6.3678875834e+01
1.3713964933e+00 1.1022892014e+00 6.0762572245e+01
1.4106528770e+00 1.0626354221e+00 6.4832538640e+01
1.3301506817e+00 1.1429083605e+00 5.7293405532e+01
1.3973321698e+00 1.0760121711e+00 6.3358616137e+01
1.3546337233e+00 1.1188991244e+00 5.9273281794e+01
1.4180103415e+00 1.0561491987e+00 6.5621821414e+01
1.3780063725e+00 1.0952156962e+00 6.1417508769e+01
1.3592138444e+00 1.1147113168e+00 5.9647713951e+01
1.3976034622e+00 1.0761229922e+00 6.3358616137e+01
1.3637214143e+00 1.1099693753e+00 6.0062076905e+01
1.3901344523e+00 1.0834187748e+00 6.2594357195e+01
1.3585798118e+00 1.1151160728e+00 5.9606181460e+01
1.3975636714e+00 1.0761067384e+00 6.3358616137e+01
1.3533118221e+00 1.1204146323e+00 5.9148148239e+01
1.3720602315e+00 1.1019413568e+00 6.0803627607e+01
1.3939314112e+00 1.0794638770e+00 6.2997246617e+01
1.3616563058e+00 1.1117338876e+00 5.9896540380e+01
1.4083877340e+00 1.0651400189e+00 6.4555087648e+01
1.3558448126e+00 1.1173517830e+00 5.9398253118e+01
1.3390541961e+00 1.1345143156e+00 5.7972183053e+01
1.3980060481e+00 1.0757560713e+00 6.3398697488e+01
1.3640178842e+00 1.1094385412e+00 6.0103417963e+01
1.3941084238e+00 1.0795365114e+00 6.2997246617e+01
1.3617969156e+00 1.1111296703e+00 5.9937950441e+01
1.3664044149e+00 1.1071946661e+00 6.0309866964e+01
1.4108374907e+00 1.0622266461e+00 6.4872122828e+01
1.3568549712e+00 1.1171007608e+00 5.9439874387e+01
1.3164248430e+00 1.1571640482e+00 5.6222315192e+01
1.3495951261e+00 1.1237390254e+00 5.8855532104e+01
1.3928627073e+00 1.0806650456e+00 6.2876532445e+01
1.4216856483e+00 1.0517351137e+00 6.6132214281e+01
1.3750093538e+00 1.0982178095e+00 6.1131482347e+01
1.3854342480e+00 1.0877114016e+00 6.2149474652e+01
1.3964082712e+00 1.0772366640e+00 6.3238287518e+01
1.3635844107e+00 1.1105700342e+00 6.0020718660e+01
1.3701258005e+00 1.1036465089e+00 6.0639307157e+01
1.3473289361e+00 1.1263363788e+00 5.8645966894e+01
1.4151515936e+00 1.0587226166e+00 6.5306709443e+01
1.3659779800e+00 1.1076618602e+00 6.0268611194e+01
1.3571268296e+00 1.1165333903e+00 5.9481477810e+01
1.3640893114e+00 1.1094690106e+00 6.0103417963e+01
1.3840449121e+00 1.0894471770e+00 6.1987247395e+01
1.3782368877e+00 1.0947100759e+00 6.1458306040e+01
1.3612254635e+00 1.1122156776e+00 5.9855112960e+01
1.4118843414e+00 1.0612052681e+00 6.4990798579e+01
1.3470101945e+00 1.1269200618e+00 5.8603997873e+01
1.4091424938e+00 1.0644616822e+00 6.4634424262e+01
1.3786534662e+00 1.0948844764e+00 6.1458306040e+01
1.3651895067e+00 1.1079765212e+00 6.0227338452e+01
1.3599579174e+00 1.1136819229e+00 5.9730726112e+01
1.4099738225e+00 1.0638188669e+00 6.4713708828e+01
