# mp_msun mc_msun inclination_deg
1.2832981367e+00 2.3408471957e-01 8.7691628893e+01
1.2276484020e+00 2.2754184557e-01 8.8456010190e+01
1.3972620697e+00 2.4688599478e-01 8.8073862411e+01
1.3130910457e+00 2.3735615657e-01 8.8551535737e+01
1.2960697658e+00 2.3550708348e-01 8.7914609844e+01
1.3271362071e+00 2.3906299326e-01 8.7787196244e+01
1.3672006445e+00 2.4361455778e-01 8.7596055116e+01
1.3021580198e+00 2.3621826544e-01 8.7819050646e+01
1.5269551506e+00 2.6125187030e-01 8.7277426017e+01
1.3122462969e+00 2.3735615657e-01 8.7882757436e+01
1.3289871819e+00 2.3920522965e-01 8.8201253688e+01
1.3729031130e+00 2.4418350335e-01 8.7978312736e+01
1.3983502037e+00 2.4702823117e-01 8.7946461607e+01
1.3362727222e+00 2.4005864800e-01 8.8010163239e+01
1.4517212249e+00 2.5285992322e-01 8.8360480350e+01
1.3800734701e+00 2.4503692170e-01 8.7691628893e+01
1.3825646901e+00 2.4532139448e-01 8.7659771695e+01
1.4283346304e+00 2.5029966817e-01 8.8264945951e+01
1.3428747257e+00 2.4076982996e-01 8.8233100093e+01
1.3539357607e+00 2.4204995748e-01 8.8010163239e+01
1.3923711375e+00 2.4631704922e-01 8.8233100093e+01
1.6031277960e+00 2.6921710822e-01 8.8169406727e+01
1.2561172508e+00 2.3081328257e-01 8.8710736164e+01
1.2869660320e+00 2.3436919235e-01 8.8615217181e+01
1.3763111747e+00 2.4461021252e-01 8.7723485378e+01
1.3968162559e+00 2.4688599478e-01 8.7787196244e+01
1.3297477742e+00 2.3934746604e-01 8.7850904373e+01
1.3782621991e+00 2.4475244891e-01 8.8169406727e+01
1.5178257066e+00 2.6011397917e-01 8.8010163239e+01
1.4190574485e+00 2.4930401343e-01 8.8073862411e+01
1.2788550798e+00 2.3351577400e-01 8.8042013128e+01
1.2933390821e+00 2.3522261070e-01 8.7755341158e+01
1.3945641762e+00 2.4660152200e-01 8.7978312736e+01
1.2922890914e+00 2.3508037431e-01 8.7882757436e+01
1.4092123097e+00 2.4816612230e-01 8.8392324124e+01
1.2454115413e+00 2.2967539144e-01 8.7946461607e+01
1.4512749659e+00 2.5285992322e-01 8.8042013128e+01
1.2853053033e+00 2.3422695596e-01 8.8233100093e+01
1.4766181236e+00 2.5570465104e-01 8.7659771695e+01
1.2334024447e+00 2.2825302752e-01 8.8137559200e+01
1.3419159219e+00 2.4062759357e-01 8.8487852503e+01
1.4406190514e+00 2.5172203209e-01 8.7850904373e+01
1.3000744456e+00 2.3593379265e-01 8.8105711098e+01
1.3962463364e+00 2.4674375839e-01 8.8264945951e+01
1.5134994078e+00 2.5968727000e-01 8.7787196244e+01
1.1865184224e+00 2.2270580826e-01 8.8647057256e+01
1.3359855626e+00 2.4005864800e-01 8.7819050646e+01
1.4036135367e+00 2.4759717674e-01 8.8042013128e+01
1.2574818321e+00 2.3109775535e-01 8.7787196244e+01
1.4685622482e+00 2.5470899630e-01 8.8328636070e+01
1.3497514567e+00 2.4162324830e-01 8.7755341158e+01
1.3001983133e+00 2.3593379265e-01 8.8201253688e+01
1.3461660905e+00 2.4119653913e-01 8.7882757436e+01
1.4002437493e+00 2.4717046757e-01 8.8392324124e+01
1.3137272605e+00 2.3749839296e-01 8.8042013128e+01
1.3606908667e+00 2.4276113944e-01 8.8328636070e+01
1.3591330921e+00 2.4261890304e-01 8.8105711098e+01
1.3627507871e+00 2.4304561222e-01 8.7978312736e+01
1.2689089329e+00 2.3237788287e-01 8.8010163239e+01
1.2764614656e+00 2.3323130122e-01 8.8105711098e+01
1.3046040326e+00 2.3650273822e-01 8.7787196244e+01
1.3920575060e+00 2.4631704922e-01 8.8010163239e+01
1.3216878000e+00 2.3835181130e-01 8.8392324124e+01
1.4000834873e+00 2.4731270396e-01 8.7468612956e+01
1.3606113682e+00 2.4276113944e-01 8.8264945951e+01
1.2007295580e+00 2.2441264496e-01 8.8328636070e+01
1.1965449089e+00 2.2398593578e-01 8.7882757436e+01
1.3189560366e+00 2.3820957491e-01 8.7404887215e+01
1.2398585832e+00 2.2896420948e-01 8.8424167400e+01
