# mp_msun mc_msun inclination_deg
1.2346985210e+00 8.6552901024e-01 6.3900522675e+01
1.1877133106e+00 8.7895335609e-01 6.1029581424e+01
1.2246302617e+00 8.8230944255e-01 6.1985422015e+01
1.2414106940e+00 9.2929465301e-01 5.8761918951e+01
1.2951080774e+00 8.5881683732e-01 6.6986355420e+01
1.2548350398e+00 9.0580204778e-01 6.0983584403e+01
1.2313424346e+00 8.8566552901e-01 6.1918920953e+01
1.2883959044e+00 8.6888509670e-01 6.5601046239e+01
1.2548350398e+00 8.6552901024e-01 6.4657130488e+01
1.2380546075e+00 8.8902161547e-01 6.1852528120e+01
1.2145620023e+00 8.8902161547e-01 6.1072450065e+01
1.2380546075e+00 8.7559726962e-01 6.3060330485e+01
1.2716154721e+00 8.6217292378e-01 6.5658630265e+01
1.2414106940e+00 9.2593856655e-01 5.9007432008e+01
1.2179180887e+00 8.9237770193e-01 6.0902596789e+01
1.2581911263e+00 8.8566552901e-01 6.2838874846e+01
1.2984641638e+00 8.9573378840e-01 6.3309240028e+01
1.2883959044e+00 8.7559726962e-01 6.4901995779e+01
1.2682593857e+00 8.8566552901e-01 6.3190336838e+01
1.2481228669e+00 9.1587030717e-01 5.9969929464e+01
1.3018202503e+00 8.9237770193e-01 6.3741087803e+01
1.2447667804e+00 8.9237770193e-01 6.1786246495e+01
1.2749715586e+00 8.9908987486e-01 6.2209055873e+01
1.2816837315e+00 9.0915813424e-01 6.1564500599e+01
1.2212741752e+00 9.1587030717e-01 5.9158294991e+01
1.2649032992e+00 9.0244596132e-01 6.1588096939e+01
1.2615472127e+00 8.4539249147e-01 6.7128643158e+01
1.2313424346e+00 8.5881683732e-01 6.4442855202e+01
1.2984641638e+00 8.7559726962e-01 6.5283841886e+01
1.3286689420e+00 8.8566552901e-01 6.5384082765e+01
1.2481228669e+00 9.0580204778e-01 6.0770261089e+01
1.2313424346e+00 9.1922639363e-01 5.9207939342e+01
1.2514789534e+00 8.7224118316e-01 6.3864374593e+01
1.3085324232e+00 8.6552901024e-01 6.6774096075e+01
1.2346985210e+00 8.6888509670e-01 6.3574741158e+01
1.2481228669e+00 8.9573378840e-01 6.1609277151e+01
1.2749715586e+00 9.0244596132e-01 6.1917606384e+01
1.2145620023e+00 9.2929465301e-01 5.7989920887e+01
1.2447667804e+00 8.9237770193e-01 6.1786246495e+01
1.2313424346e+00 8.7895335609e-01 6.2516008871e+01
1.2548350398e+00 8.8566552901e-01 6.2722530601e+01
1.2481228669e+00 8.8566552901e-01 6.2491024608e+01
1.2145620023e+00 8.8230944255e-01 6.1643980471e+01
1.2447667804e+00 9.0915813424e-01 6.0394481547e+01
1.2313424346e+00 9.3936291240e-01 5.7763713456e+01
1.2346985210e+00 8.8902161547e-01 6.1740058905e+01
1.2145620023e+00 8.9237770193e-01 6.0793602509e+01
1.3118885097e+00 8.8902161547e-01 6.4425439334e+01
1.2749715586e+00 8.9237770193e-01 6.2807132929e+01
1.2682593857e+00 8.8230944255e-01 6.3505062894e+01
1.2716154721e+00 8.6552901024e-01 6.5302236613e+01
1.2850398180e+00 8.7224118316e-01 6.5119488874e+01
1.3018202503e+00 8.7559726962e-01 6.5412225002e+01
1.2481228669e+00 8.8230944255e-01 6.2795240403e+01
1.2548350398e+00 8.9573378840e-01 6.1831222434e+01
1.2615472127e+00 8.6552901024e-01 6.4913513364e+01
1.2883959044e+00 9.1587030717e-01 6.1219591273e+01
1.2548350398e+00 8.7895335609e-01 6.3343420708e+01
1.2716154721e+00 8.5546075085e-01 6.6395030279e+01
1.2615472127e+00 8.6217292378e-01 6.5262928885e+01
1.2816837315e+00 8.6888509670e-01 6.5340208991e+01
1.2279863481e+00 8.8902161547e-01 6.1516166962e+01
1.2346985210e+00 8.7224118316e-01 6.3255045887e+01
1.2716154721e+00 8.7895335609e-01 6.3947376379e+01
1.3118885097e+00 8.8230944255e-01 6.5099126277e+01
1.2716154721e+00 8.6552901024e-01 6.5302236613e+01
1.2581911263e+00 8.8566552901e-01 6.2838874846e+01
1.2749715586e+00 9.0580204778e-01 6.1630982826e+01
1.2615472127e+00 8.8566552901e-01 6.2955620324e+01
1.2414106940e+00 8.7224118316e-01 6.3497410295e+01
1.2044937429e+00 8.9573378840e-01 6.0198140901e+01
1.2279863481e+00 8.7895335609e-01 6.2399433221e+01
1.2749715586e+00 8.6217292378e-01 6.5791738949e+01
1.2481228669e+00 8.8566552901e-01 6.2491024608e+01
1.2447667804e+00 9.1587030717e-01 5.9867580122e+01
1.2380546075e+00 8.6888509670e-01 6.3697601445e+01
1.2145620023e+00 8.7224118316e-01 6.2538339984e+01
1.2581911263e+00 8.7224118316e-01 6.4111374036e+01
1.2514789534e+00 9.0580204778e-01 6.0876772199e+01
1.2749715586e+00 8.7224118316e-01 6.4737538659e+01
1.2548350398e+00 8.9908987486e-01 6.1544045742e+01
1.2716154721e+00 8.6552901024e-01 6.5302236613e+01
1.2682593857e+00 9.2593856655e-01 5.9802763310e+01
1.2615472127e+00 8.5881683732e-01 6.5619748248e+01
