# mp_msun mc_msun inclination_deg
1.4502386462e+00 2.2453470919e-01 4.2481112875e+01
1.4077931111e+00 2.2034709193e-01 4.2481112875e+01
1.4534512028e+00 2.2484990619e-01 4.2481112875e+01
1.4511562670e+00 2.2462476548e-01 4.2481112875e+01
1.4783167917e+00 2.2728142589e-01 4.2481112875e+01
1.4397005401e+00 2.2349906191e-01 4.2481112875e+01
1.4146094434e+00 2.2102251407e-01 4.2481112875e+01
1.4493212275e+00 2.2444465291e-01 4.2481112875e+01
1.4009882520e+00 2.1967166979e-01 4.2481112875e+01
1.3945550408e+00 2.1881613508e-01 4.2528224511e+01
1.3955526374e+00 2.1913133208e-01 4.2481112875e+01
1.3978165825e+00 2.1935647280e-01 4.2481112875e+01
1.4319287165e+00 2.2273358349e-01 4.2481112875e+01
1.3563652088e+00 2.1521388368e-01 4.2481112875e+01
1.4631037065e+00 2.2579549719e-01 4.2481112875e+01
1.4594239403e+00 2.2543527205e-01 4.2481112875e+01
1.3951000018e+00 2.1908630394e-01 4.2481112875e+01
1.3887684748e+00 2.1845590994e-01 4.2481112875e+01
1.4360413871e+00 2.2313883677e-01 4.2481112875e+01
1.4073390967e+00 2.2030206379e-01 4.2481112875e+01
1.3960053242e+00 2.1917636023e-01 4.2481112875e+01
1.4792405560e+00 2.2737148218e-01 4.2481112875e+01
1.4617234163e+00 2.2566041276e-01 4.2481112875e+01
1.4009882520e+00 2.1967166979e-01 4.2481112875e+01
1.3806426915e+00 2.1764540338e-01 4.2481112875e+01
1.3765860318e+00 2.1724015009e-01 4.2481112875e+01
1.3874130245e+00 2.1832082552e-01 4.2481112875e+01
1.4626435594e+00 2.2575046904e-01 4.2481112875e+01
1.4451953447e+00 2.2403939962e-01 4.2481112875e+01
1.4351271054e+00 2.2304878049e-01 4.2481112875e+01
1.4223484679e+00 2.2178799250e-01 4.2481112875e+01
1.3671366764e+00 2.1629455910e-01 4.2481112875e+01
1.4612634203e+00 2.2561538462e-01 4.2481112875e+01
1.3818919051e+00 2.1755534709e-01 4.2528224511e+01
1.3340201927e+00 2.1296247655e-01 4.2481112875e+01
1.4155191537e+00 2.2111257036e-01 4.2481112875e+01
1.4548287700e+00 2.2498499062e-01 4.2481112875e+01
1.4172676252e+00 2.2106754221e-01 4.2528224511e+01
1.3932899707e+00 2.1890619137e-01 4.2481112875e+01
1.4028017583e+00 2.1985178236e-01 4.2481112875e+01
1.4200707583e+00 2.2156285178e-01 4.2481112875e+01
1.4538725789e+00 2.2466979362e-01 4.2528224511e+01
1.4296456744e+00 2.2250844278e-01 4.2481112875e+01
1.3878647901e+00 2.1836585366e-01 4.2481112875e+01
1.3973636913e+00 2.1931144465e-01 4.2481112875e+01
1.3922908169e+00 2.1859099437e-01 4.2528224511e+01
1.4884837006e+00 2.2804690432e-01 4.2528224511e+01
