# mp_msun mc_msun inclination_deg
1.3130535037e+00 1.3001269836e+00 4.4627080546e+01
1.3130436678e+00 1.3001221020e+00 4.4627080546e+01
1.3166448329e+00 1.2966736327e+00 4.4779896714e+01
1.3119316416e+00 1.3013279529e+00 4.4576050034e+01
1.3153349549e+00 1.2977627467e+00 4.4729003722e+01
1.3166337523e+00 1.2966681557e+00 4.4779896714e+01
1.3106101921e+00 1.3024359988e+00 4.4524973351e+01
1.3106237041e+00 1.3024427231e+00 4.4524973351e+01
1.3094614294e+00 1.3036362722e+00 4.4473850333e+01
1.3164490823e+00 1.2965768724e+00 4.4779896714e+01
1.3189051046e+00 1.2943360928e+00 4.4881546318e+01
1.3176427838e+00 1.2954365211e+00 4.4830744192e+01
1.3211217857e+00 1.2920016714e+00 4.4983015158e+01
1.3153755640e+00 1.2977828470e+00 4.4729003722e+01
1.3222770458e+00 1.2908666478e+00 4.5033682191e+01
1.3165278736e+00 1.2966158199e+00 4.4779896714e+01
1.3118751098e+00 1.3012998585e+00 4.4576050034e+01
1.3142707497e+00 1.2989796462e+00 4.4678065054e+01
1.3141883366e+00 1.2989387998e+00 4.4678065054e+01
1.3107440858e+00 1.3025026307e+00 4.4524973351e+01
1.3130387498e+00 1.3001196612e+00 4.4627080546e+01
1.3095326434e+00 1.3036717599e+00 4.4473850333e+01
1.3165648077e+00 1.2966340766e+00 4.4779896714e+01
1.3165881995e+00 1.2966456391e+00 4.4779896714e+01
1.3177462445e+00 1.2954875941e+00 4.4830744192e+01
1.3069228092e+00 1.3059357384e+00 4.4371464620e+01
1.3130264549e+00 1.3001135592e+00 4.4627080546e+01
1.3187523105e+00 1.2942607665e+00 4.4881546318e+01
1.3071068106e+00 1.3060276846e+00 4.4371464620e+01
1.3211316520e+00 1.2920065225e+00 4.4983015158e+01
1.3117534465e+00 1.3012393944e+00 4.4576050034e+01
1.3060309211e+00 1.3072838649e+00 4.4320201587e+01
1.3095829853e+00 1.3036968461e+00 4.4473850333e+01
1.3130633397e+00 1.3001318652e+00 4.4627080546e+01
1.3119033756e+00 1.3013139057e+00 4.4576050034e+01
1.3119156651e+00 1.3013200132e+00 4.4576050034e+01
1.3153817170e+00 1.2977858925e+00 4.4729003722e+01
1.3176489421e+00 1.2954395611e+00 4.4830744192e+01
1.3201400085e+00 1.2932281298e+00 4.4932303253e+01
1.3177191474e+00 1.2954742178e+00 4.4830744192e+01
1.3210440895e+00 1.2919634686e+00 4.4983015158e+01
1.3119291837e+00 1.3013267315e+00 4.4576050034e+01
1.3234751968e+00 1.2897586418e+00 4.5084304511e+01
1.3176858921e+00 1.2954578015e+00 4.4830744192e+01
1.3095154537e+00 1.3036631939e+00 4.4473850333e+01
1.3142744399e+00 1.2989814752e+00 4.4678065054e+01
1.3153891005e+00 1.2977895471e+00 4.4729003722e+01
1.3131272742e+00 1.3001635954e+00 4.4627080546e+01
1.3130645692e+00 1.3001324754e+00 4.4627080546e+01
1.3176452471e+00 1.2954377371e+00 4.4830744192e+01
1.3245718365e+00 1.2886068111e+00 4.5134882275e+01
1.3177708785e+00 1.2954997543e+00 4.4830744192e+01
1.3189408397e+00 1.2943537095e+00 4.4881546318e+01
1.3141391356e+00 1.2989144139e+00 4.4678065054e+01
1.3177499396e+00 1.2954894181e+00 4.4830744192e+01
1.3153989453e+00 1.2977944199e+00 4.4729003722e+01
1.3153435689e+00 1.2977670104e+00 4.4729003722e+01
1.3058641634e+00 1.3072004241e+00 4.4320201587e+01
1.3142904308e+00 1.2989894006e+00 4.4678065054e+01
1.3154063288e+00 1.2977980745e+00 4.4729003722e+01
1.3177524030e+00 1.2954906341e+00 4.4830744192e+01
1.3177253058e+00 1.2954772579e+00 4.4830744192e+01
1.3165291048e+00 1.2966164285e+00 4.4779896714e+01
1.3177314642e+00 1.2954802979e+00 4.4830744192e+01
1.3234702593e+00 1.2897562205e+00 4.5084304511e+01
1.3153423383e+00 1.2977664013e+00 4.4729003722e+01
1.3141907967e+00 1.2989400191e+00 4.4678065054e+01
1.3119820294e+00 1.3013529937e+00 4.4576050034e+01
1.3142363082e+00 1.2989625761e+00 4.4678065054e+01
1.3141440557e+00 1.2989168525e+00 4.4678065054e+01
1.3165278736e+00 1.2966158199e+00 4.4779896714e+01
1.3118665072e+00 1.3012955833e+00 4.4576050034e+01
1.3083071367e+00 1.3048402363e+00 4.4422680812e+01
1.3107526847e+00 1.3025069098e+00 4.4524973351e+01
1.3049015567e+00 1.3085199341e+00 4.4268891544e+01
1.3200117990e+00 1.2931650090e+00 4.4932303253e+01
1.3070957702e+00 1.3060221678e+00 4.4371464620e+01
1.3118370127e+00 1.3012809253e+00 4.4576050034e+01
1.3129858821e+00 1.3000934227e+00 4.4627080546e+01
1.3071914545e+00 1.3060699798e+00 4.4371464620e+01
1.3188792277e+00 1.2943233360e+00 4.4881546318e+01
1.3105549164e+00 1.3024084902e+00 4.4524973351e+01
1.3166940800e+00 1.2966979749e+00 4.4779896714e+01
1.3223634148e+00 1.2909090577e+00 4.5033682191e+01
1.3131162086e+00 1.3001581037e+00 4.4627080546e+01
1.3106409012e+00 1.3024512813e+00 4.4524973351e+01
1.3141649661e+00 1.2989272165e+00 4.4678065054e+01
