# mp_msun mc_msun inclination_deg
1.4366142565e+00 1.3915870597e+00 4.7059007052e+01
1.4355602661e+00 1.3926410454e+00 4.7012430203e+01
1.4380310960e+00 1.3901615872e+00 4.7122052016e+01
1.4371671695e+00 1.3910341492e+00 4.7083485337e+01
1.4375732149e+00 1.3906108270e+00 4.7101996146e+01
1.4400094878e+00 1.3881918434e+00 4.7209805619e+01
1.4368734344e+00 1.3913192437e+00 4.7070734453e+01
1.4347654536e+00 1.3934272151e+00 4.6977635691e+01
1.4375386579e+00 1.3906626624e+00 4.7099948940e+01
1.4378237536e+00 1.3903689287e+00 4.7112850889e+01
1.4390937257e+00 1.3891076015e+00 4.7169017418e+01
1.4378755892e+00 1.3903170933e+00 4.7115150765e+01
1.4370203019e+00 1.3911723768e+00 4.7077237423e+01
1.4389123011e+00 1.3892890253e+00 4.7160946833e+01
1.4373745118e+00 1.3908181685e+00 4.7092929977e+01
1.4376941646e+00 1.3904985171e+00 4.7107102386e+01
1.4388604655e+00 1.3893408606e+00 4.7158641563e+01
1.4371758087e+00 1.3910255099e+00 4.7083868053e+01
1.4377287217e+00 1.3904725994e+00 4.7108377551e+01
1.4366401743e+00 1.3915525028e+00 4.7060410657e+01
1.4382557169e+00 1.3899456065e+00 4.7131766838e+01
1.4391455612e+00 1.3890471269e+00 4.7171582476e+01
1.4380224567e+00 1.3901788657e+00 4.7121410747e+01
1.4381347672e+00 1.3900579165e+00 4.7126654205e+01
1.4381779635e+00 1.3900147204e+00 4.7128572105e+01
1.4388777440e+00 1.3893235822e+00 4.7159409956e+01
1.4384112237e+00 1.3897814612e+00 4.7138932016e+01
1.4366488135e+00 1.3915525028e+00 4.7060536046e+01
1.4371671695e+00 1.3910255099e+00 4.7083742561e+01
1.4369684663e+00 1.3912328514e+00 4.7074684919e+01
1.4381952420e+00 1.3899974419e+00 4.7129339317e+01
1.4386531231e+00 1.3895395629e+00 4.7149681435e+01
1.4380397353e+00 1.3901615872e+00 4.7122177676e+01
1.4380915709e+00 1.3901011126e+00 4.7124736495e+01
1.4376682468e+00 1.3905330740e+00 4.7105695326e+01
1.4382470776e+00 1.3899456065e+00 4.7131641135e+01
1.4380742923e+00 1.3901183911e+00 4.7123969463e+01
1.4392924288e+00 1.3889088993e+00 4.7177860458e+01
1.4390418901e+00 1.3891594369e+00 4.7166711196e+01
1.4400181271e+00 1.3881832042e+00 4.7210190819e+01
1.4378496714e+00 1.3903430110e+00 4.7114000793e+01
1.4365969779e+00 1.3915956989e+00 4.7058499442e+01
1.4388172692e+00 1.3893754175e+00 4.7156979054e+01
1.4391887576e+00 1.3890125700e+00 4.7173246199e+01
1.4372794799e+00 1.3909132000e+00 4.7088718542e+01
1.4370634983e+00 1.3911378199e+00 4.7078893319e+01
1.4386444839e+00 1.3895482021e+00 4.7149297425e+01
1.4360527042e+00 1.3921486095e+00 4.7034177680e+01
1.4376250505e+00 1.3905676309e+00 4.7104037210e+01
1.4392405932e+00 1.3889520954e+00 4.7175811820e+01
1.4375472971e+00 1.3906453839e+00 4.7100589461e+01
1.4376164113e+00 1.3905849093e+00 4.7103396569e+01
1.4384025844e+00 1.3897901004e+00 4.7138548217e+01
1.4364846675e+00 1.3917166481e+00 4.7053274393e+01
1.4384457807e+00 1.3897469043e+00 4.7140467285e+01
1.4379619819e+00 1.3902307010e+00 4.7118984492e+01
1.4378064751e+00 1.3903862071e+00 4.7112084324e+01
1.4358194440e+00 1.3923732294e+00 4.7024129541e+01
1.4381261279e+00 1.3900751949e+00 4.7126012776e+01
1.4378323929e+00 1.3903602894e+00 4.7113234183e+01
1.4380397353e+00 1.3901615872e+00 4.7122177676e+01
1.4374349867e+00 1.3907663331e+00 4.7095353049e+01
1.4386185661e+00 1.3895741198e+00 4.7148145441e+01
1.4380397353e+00 1.3901615872e+00 4.7122177676e+01
1.4379447033e+00 1.3902566187e+00 4.7117959937e+01
1.4361218183e+00 1.3920708564e+00 4.7037488421e+01
1.4385667305e+00 1.3896345944e+00 4.7145583507e+01
1.4361563754e+00 1.3920362995e+00 4.7039015732e+01
1.4380224567e+00 1.3901702264e+00 4.7121668549e+01
1.4370462197e+00 1.3911550983e+00 4.7078128088e+01
1.4378842285e+00 1.3903257325e+00 4.7115018690e+01
1.4365969779e+00 1.3916043382e+00 4.7058242601e+01
1.4351714991e+00 1.3930298106e+00 4.6995278250e+01
1.4395775245e+00 1.3886238048e+00 4.7190555293e+01
1.4381347672e+00 1.3900579165e+00 4.7126654205e+01
1.4366833706e+00 1.3915179459e+00 4.7062065160e+01
1.4386099268e+00 1.3895913982e+00 4.7147503262e+01
1.4370634983e+00 1.3911291807e+00 4.7079150474e+01
1.4379792604e+00 1.3902220618e+00 4.7119493555e+01
1.4385408127e+00 1.3896518728e+00 4.7144689897e+01
1.4368734344e+00 1.3913192437e+00 4.7070734453e+01
1.4377373610e+00 1.3904639602e+00 4.7108760756e+01
1.4384630593e+00 1.3897382651e+00 4.7140976864e+01
