# mp_msun mc_msun inclination_deg
1.8353245827e+00 1.0306754221e+00 8.8615217181e+01
1.6990710493e+00 9.8694183865e-01 8.8933600313e+01
1.9946170070e+00 1.0799249531e+00 8.9029108384e+01
1.7823015553e+00 1.0137335835e+00 8.8869926636e+01
1.8269079190e+00 1.0279174484e+00 8.8806251563e+01
1.8784124685e+00 1.0440712946e+00 8.8869926636e+01
1.9035802791e+00 1.0519512195e+00 8.8806251563e+01
1.8373644769e+00 1.0310694184e+00 8.9156448327e+01
1.7602345841e+00 1.0066416510e+00 8.8965436653e+01
1.8494114224e+00 1.0350093809e+00 8.8806251563e+01
1.8245102275e+00 1.0271294559e+00 8.8869926636e+01
1.9065207991e+00 1.0527392120e+00 8.9092778916e+01
2.0138421300e+00 1.0858348968e+00 8.8933600313e+01
1.8581902339e+00 1.0377673546e+00 8.8806251563e+01
1.6434211673e+00 9.6881801126e-01 8.8838089279e+01
2.2158353030e+00 1.1465103189e+00 8.8551535737e+01
1.8330982936e+00 1.0298874296e+00 8.8774413478e+01
1.7983018072e+00 1.0188555347e+00 8.8806251563e+01
2.0919257785e+00 1.1094746717e+00 8.8901763644e+01
1.7764854594e+00 1.0117636023e+00 8.9156448327e+01
1.9087967152e+00 1.0535272045e+00 8.8901763644e+01
1.9001485840e+00 1.0507692308e+00 8.9060943795e+01
1.9826951787e+00 1.0763789869e+00 8.8806251563e+01
1.8132545427e+00 1.0235834897e+00 8.8838089279e+01
1.8425840649e+00 1.0330393996e+00 8.8487852503e+01
1.6784303989e+00 9.8024390244e-01 8.8901763644e+01
1.8932992369e+00 1.0487992495e+00 8.8710736164e+01
1.8418483592e+00 1.0326454034e+00 8.8774413478e+01
1.8218193890e+00 1.0263414634e+00 8.8742575015e+01
1.8478341010e+00 1.0346153846e+00 8.8615217181e+01
1.8835944147e+00 1.0456472795e+00 8.8965436653e+01
1.8559992966e+00 1.0369793621e+00 8.9029108384e+01
1.8268576733e+00 1.0279174484e+00 8.8774413478e+01
1.8149469152e+00 1.0239774859e+00 8.9188282637e+01
1.7847743054e+00 1.0145215760e+00 8.8869926636e+01
1.6625155009e+00 9.7512195122e-01 8.8742575015e+01
2.0405052939e+00 1.0941088180e+00 8.8615217181e+01
2.0204049430e+00 1.0878048780e+00 8.8997272673e+01
1.9253509576e+00 1.0586491557e+00 8.8933600313e+01
1.7660154025e+00 1.0086116323e+00 8.8710736164e+01
1.7859164571e+00 1.0149155722e+00 8.8806251563e+01
1.9266229443e+00 1.0590431520e+00 8.8933600313e+01
1.7999663782e+00 1.0192495310e+00 8.9124613757e+01
1.8232160732e+00 1.0267354597e+00 8.8838089279e+01
2.0487662976e+00 1.0964727955e+00 8.8869926636e+01
2.0047494148e+00 1.0830769231e+00 8.8901763644e+01
1.9632811949e+00 1.0704690432e+00 8.8710736164e+01
1.8196599758e+00 1.0255534709e+00 8.8965436653e+01
1.8243636266e+00 1.0271294559e+00 8.8774413478e+01
1.9203557381e+00 1.0570731707e+00 8.8997272673e+01
1.9712893857e+00 1.0728330206e+00 8.8901763644e+01
1.9456436936e+00 1.0649530957e+00 8.8869926636e+01
1.8357441026e+00 1.0306754221e+00 8.8869926636e+01
1.7070439752e+00 9.8969981238e-01 8.8583376678e+01
2.1233780178e+00 1.1189305816e+00 8.8838089279e+01
2.0814950765e+00 1.1063227017e+00 8.8933600313e+01
1.9660082116e+00 1.0712570356e+00 8.8806251563e+01
1.6968354208e+00 9.8615384615e-01 8.9092778916e+01
1.9712400414e+00 1.0728330206e+00 8.8869926636e+01
1.9750392895e+00 1.0740150094e+00 8.8838089279e+01
1.9559640598e+00 1.0681050657e+00 8.8933600313e+01
1.9351190746e+00 1.0618011257e+00 8.8678896914e+01
1.9698008874e+00 1.0724390244e+00 8.8774413478e+01
2.0551698517e+00 1.0984427767e+00 8.8806251563e+01
1.8107673112e+00 1.0227954972e+00 8.8838089279e+01
1.8822882332e+00 1.0452532833e+00 8.8933600313e+01
1.8619572789e+00 1.0389493433e+00 8.8806251563e+01
1.9943308172e+00 1.0799249531e+00 8.8838089279e+01
1.8106688826e+00 1.0227954972e+00 8.8774413478e+01
1.9518214752e+00 1.0669230769e+00 8.8742575015e+01
1.8293529782e+00 1.0287054409e+00 8.8774413478e+01
1.9033639909e+00 1.0519512195e+00 8.8678896914e+01
1.7486956634e+00 1.0030956848e+00 8.8647057256e+01
1.8172114997e+00 1.0247654784e+00 8.8997272673e+01
2.0199961368e+00 1.0878048780e+00 8.8742575015e+01
1.8084189801e+00 1.0220075047e+00 8.8933600313e+01
1.8669843857e+00 1.0405253283e+00 8.8806251563e+01
1.8558251304e+00 1.0369793621e+00 8.8901763644e+01
1.7590043198e+00 1.0062476548e+00 8.8965436653e+01
1.9087967152e+00 1.0535272045e+00 8.8901763644e+01
1.8370855364e+00 1.0310694184e+00 8.8933600313e+01
1.7879597986e+00 1.0157035647e+00 8.8551535737e+01
1.8559148934e+00 1.0369793621e+00 8.8965436653e+01
2.1687790637e+00 1.1323264540e+00 8.9092778916e+01
1.7648351470e+00 1.0082176360e+00 8.8742575015e+01
2.0629360814e+00 1.1008067542e+00 8.8774413478e+01
1.9164089309e+00 1.0558911820e+00 8.8901763644e+01
1.8658253892e+00 1.0401313321e+00 8.8869926636e+01
1.7576886215e+00 1.0058536585e+00 8.8901763644e+01
1.9405392442e+00 1.0633771107e+00 8.8869926636e+01
1.9186938655e+00 1.0566791745e+00 8.8742575015e+01
1.8822421354e+00 1.0452532833e+00 8.8901763644e+01
1.7684268664e+00 1.0093996248e+00 8.8678896914e+01
1.9354883285e+00 1.0618011257e+00 8.8901763644e+01
1.8168890409e+00 1.0247654784e+00 8.8774413478e+01
1.8607993104e+00 1.0385553471e+00 8.8869926636e+01
1.9036802079e+00 1.0519512195e+00 8.8869926636e+01
1.8271393100e+00 1.0279174484e+00 8.8965436653e+01
1.6823596270e+00 9.8142589118e-01 8.9156448327e+01
1.8770536028e+00 1.0436772983e+00 8.8806251563e+01
1.8788252849e+00 1.0440712946e+00 8.9188282637e+01
1.7835377720e+00 1.0141275797e+00 8.8869926636e+01
1.9010480124e+00 1.0511632270e+00 8.8806251563e+01
1.9138221573e+00 1.0551031895e+00 8.8869926636e+01
1.7293992660e+00 9.9679174484e-01 8.8838089279e+01
1.9715953145e+00 1.0728330206e+00 8.9124613757e+01
1.8247677635e+00 1.0271294559e+00 8.9060943795e+01
1.8377056802e+00 1.0314634146e+00 8.8551535737e+01
